Aircraft,AircraftType,Flight,DepartureAirportICAO,ArrivalAirportICAO,Coordenada,Altitude
PR-YXA,ATR-72-600,AD4190,SBCT,SBMG,S240916W0511719,17999
PR-AQQ,ATR-72-600,AD2758,SBGV,SBCF,S185325W0415838,732
PR-AQQ,ATR-72-600,AD2758,SBGV,SBCF,S191456W0423659,13587
PR-AQP,ATR-72-600,AD4038,SBSG,SBRF,S054613W0352150,493
PR-AQL,ATR-72-600,AD6122,SBCF,SBUR,S194219W0463448,15995
PR-AKJ,ATR-72-600,AD5033,SBCF,SNBR,S160414W0443442,17002
PR-AQN,ATR-72-600,AD4468,SBEG,SWPI,S025949W0591826,12270
PR-YXA,ATR-72-600,AD4190,SBCT,SBMG,S233847W0521020,8517
PR-AQQ,ATR-72-600,AD2758,SBGV,SBCF,S193315W0432842,15999
PR-AQP,ATR-72-600,AD4038,SBSG,SBRF,S062759W0351242,12596
PR-AQL,ATR-72-600,AD6122,SBCF,SBUR,S195044W0473134,11325
PR-AQN,ATR-72-600,AD4468,SBEG,SWPI,S025623W0582205,14996
PR-AQP,ATR-72-600,AD4038,SBSG,SBRF,S072535W0350441,15967
PR-YXT,ATR-72-600,AD4330,SBAR,SBSV,S105900W0370533,205
PR-YXT,ATR-72-600,AD4330,SBAR,SBSV,S105903W0370357,248
PR-YXB,ATR-72-600,AD4557,SBMO,SBRF,S093042W0354712,601
PR-YXE,ATR-72-600,AD2993,SBPA,SBNM,S295942W0510934,265
PR-YXT,ATR-72-600,AD4330,SBAR,SBSV,S114239W0372038,15669
PR-YXB,ATR-72-600,AD4557,NULL,NULL,S085248W0352538,12654
PR-YXC,ATR-72-600,AD4530,SBAE,SBKP,S221856W0485446,5966
PR-YXC,ATR-72-600,AD4540,SBKP,NULL,S220914W0490426,2023
PR-YXE,ATR-72-600,AD2993,SBPA,SBNM,S294413W0514107,16352
PR-YXT,ATR-72-600,AD4330,SBAR,SBSV,S123507W0380018,16222
PR-YXC,ATR-72-600,AD4540,SBKP,NULL,S222324W0481637,14904
PR-YXB,ATR-72-600,AD4557,NULL,NULL,S080526W0350413,6732
PR-YXE,ATR-72-600,AD2993,SBPA,SBNM,S291856W0522512,18000
PR-AKF,ATR-72-600,AD5047,SBAU,SBKP,S210753W0502735,2848
PR-AKF,ATR-72-600,AD5047,SBAU,SBKP,S210810W0502517,1451
PR-AKF,ATR-72-600,AD5047,SBAU,SBKP,S213237W0493336,10296
PR-YXT,ATR-72-600,AD4330,SBAR,SBSV,S125501W0382150,570
PR-AQV,ATR-72-600,AD4485,SBEG,SBPV,S030219W0600237,440
PR-YXC,ATR-72-600,AD4540,SBKP,NULL,S230220W0471605,10355
PR-AQL,ATR-72-600,AD6123,SBUR,SBCF,S194529W0475809,2667
PR-AKF,ATR-72-600,AD5047,SBAU,SBKP,S220532W0483458,12988
PR-AQL,ATR-72-600,AD6123,NULL,NULL,S192810W0471924,13233
PR-YXF,ATR-72-600,AD2846,SBKP,SBSR,S230009W0470829,2227
PR-YXE,ATR-72-600,AD2993,SBPA,SBNM,S285201W0531115,18001
PR-AQV,ATR-72-600,AD4485,SBEG,SBPV,S033349W0602106,11019
PR-AKF,ATR-72-600,AD5047,SBAU,SBKP,S224227W0473759,12992
PR-YXA,ATR-72-600,AD2804,SBMG,SBCT,S232828W0520030,1912
PR-YXA,ATR-72-600,AD2804,SBMG,SBCT,S235457W0510954,14508
PR-AQL,ATR-72-600,AD6123,NULL,PTAN,S191737W0461732,19001
PR-YXF,ATR-72-600,AD2846,SBKP,SBSR,S224256W0475404,14811
PR-YXA,ATR-72-600,AD2804,SBMG,SBCT,S244238W0501631,16997
PR-AQV,ATR-72-600,AD4485,SBEG,SBPV,S042038W0605305,15859
PR-AKF,ATR-72-600,AD5047,SBAU,SBKP,S230620W0465949,4990
PR-YXA,ATR-72-600,AD2804,SBMG,SBCT,S253346W0491742,12188
PR-AQL,ATR-72-600,AD6123,NULL,PTAN,S190837W0450904,19001
PR-YXF,ATR-72-600,AD2846,SBKP,SBSR,S215750W0483716,16013
PR-AQV,ATR-72-600,AD4485,SBEG,SBPV,S050824W0612549,17961
PR-AQL,ATR-72-600,AD6123,NULL,PTAN,S192635W0440016,13972
PR-YXF,ATR-72-600,AD2846,SBKP,SBSR,S211025W0492200,12193
PR-AQV,ATR-72-600,AD4485,SBEG,SBPV,S055824W0620010,17963
PR-YXT,ATR-72-600,AD4330,SBSV,SBIL,S125428W0381909,260
PR-YXC,ATR-72-600,AD4530,SBKP,SBPO,S230005W0470834,2269
PR-AQN,ATR-72-600,AD4245,SWPI,SBEG,S024042W0564658,315
PR-AQN,ATR-72-600,AD4245,SWPI,SBEG,S024507W0573511,13749
PR-AQN,ATR-72-600,AD4245,SWPI,SBEG,S025016W0583647,18012
PR-AQN,ATR-72-600,AD4245,SWPI,SBEG,S025425W0594343,18004
PR-AQV,ATR-72-600,AD4485,SBEG,SBPV,S064840W0623450,17966
PR-AKJ,ATR-72-600,AD5023,SNBR,SBCF,S120428W0450001,2554
PR-AKJ,ATR-72-600,AD5023,SNBR,SBCF,S124507W0445644,15316
PR-AKJ,ATR-72-600,AD5023,SNBR,SBCF,S134127W0445940,19997
PR-AKJ,ATR-72-600,AD5023,SNBR,SBCF,S144401W0445752,20002
PR-AKJ,ATR-72-600,AD5023,SNBR,SBCF,S154618W0445115,20001
PR-YXB,ATR-72-600,AD4566,SBRF,SBKG,S080739W0345523,333
PR-YXT,ATR-72-600,AD4330,SBSV,SBIL,S133119W0382616,12955
PR-YXC,ATR-72-600,AD4530,SBKP,SBPO,S231100W0475319,14015
PR-AQV,ATR-72-600,AD4485,SBEG,SBPV,S074030W0630652,17959
PR-AKJ,ATR-72-600,AD5023,SNBR,SBCF,S164830W0444434,19998
PR-YXE,ATR-72-600,AD2993,SBNM,SBPA,S282241W0540028,5702
PR-YXE,ATR-72-600,AD2993,SBNM,SBPA,S281704W0540931,1313
PR-YXE,ATR-72-600,AD2993,SBNM,SBPA,S284443W0531840,14174
PR-YXB,ATR-72-600,AD4566,SBRF,SBKG,S073952W0351942,13802
PR-YXT,ATR-72-600,AD4330,SBSV,SBIL,S142016W0385730,12166
PR-YXC,ATR-72-600,AD4530,SBKP,SBPO,S234645W0484641,13999
PR-YXE,ATR-72-600,AD2993,SBNM,SBPA,S293634W0522934,17000
PR-AQP,ATR-72-600,AD2634,SBRF,SBAR,S080744W0345520,320
PR-AQV,ATR-72-600,AD4485,SBEG,SBPV,S083554W0633713,14331
PR-AKJ,ATR-72-600,AD5023,SNBR,SBCF,S175057W0444255,19999
PR-YXC,ATR-72-600,AD4530,SBKP,SBPO,S242209W0494030,13999
PR-YXE,ATR-72-600,AD2993,SBNM,SBPA,S300512W0511735,12367
PR-AKF,ATR-72-600,AD2707,SBKP,SBJV,S225945W0470901,2300
PR-AQP,ATR-72-600,AD2634,SBRF,SBAR,S084556W0351853,12151
PR-AQN,ATR-72-600,AD9350,SBEG,SBUA,S030219W0600232,480
PR-AKJ,ATR-72-600,AD5023,SNBR,SBCF,S185347W0443944,20004
PR-YXC,ATR-72-600,AD4530,SBKP,SBPO,S245623W0503450,14004
PR-YXF,ATR-72-600,AD4876,SBSR,SBKP,S204838W0492354,1935
PR-AKF,ATR-72-600,AD2707,SBKP,SBJV,S234204W0473248,11696
PR-AQP,ATR-72-600,AD2634,SBRF,SBAR,S093118W0355417,15998
PR-YXF,ATR-72-600,AD4876,SBSR,SBKP,S211907W0485057,13242
PR-AQN,ATR-72-600,AD9350,SBEG,SBUA,S024520W0603404,11365
PR-AKJ,ATR-72-600,AD5023,SNBR,SBCF,S194019W0434732,8028
PR-AQL,ATR-72-600,AD4135,SBCF,SBIP,S193752W0435816,2794
PR-AKF,ATR-72-600,AD2707,SBKP,SBJV,S243421W0475601,15996
PR-AQP,ATR-72-600,AD2634,SBRF,SBAR,S101832W0363206,15999
PR-YXF,ATR-72-600,AD4876,SBSR,SBKP,S220542W0481230,17005
PR-AQN,ATR-72-600,AD9350,SBEG,SBUA,S022420W0612612,15992
PR-AQL,ATR-72-600,AD4135,SBCF,SBIP,S193420W0431843,12999
PR-YXB,ATR-72-600,AD4566,SBKG,SBRF,S071236W0355852,3561
PR-YXB,ATR-72-600,AD2692,SBRF,NULL,S071628W0355321,1868
PR-AKF,ATR-72-600,AD2707,SBKP,SBJV,S252746W0482743,15990
PR-YXF,ATR-72-600,AD4876,SBSR,SBKP,S225745W0472202,12695
PR-YXA,ATR-72-600,AD2804,SBCT,SBLO,S253132W0491045,3211
PR-AQV,ATR-72-600,AD4485,SBPV,SBCY,S084210W0635410,630
PR-AQN,ATR-72-600,AD9350,SBEG,SBUA,S015958W0622633,15995
PR-YXB,ATR-72-600,AD2692,SBRF,NULL,S073852W0351623,11002
PR-YXA,ATR-72-600,AD2804,SBCT,SBLO,S245934W0494102,15810
PR-YXE,ATR-72-600,AD2997,SBPA,SBUG,S295940W0511040,395
PR-AQN,ATR-72-600,AD9350,SBEG,SBUA,S013545W0632623,16003
PR-AQH,ATR-72-600,AD4418,SBEG,SBSN,S030219W0600235,453
PR-AKJ,ATR-72-600,AD4293,SBCF,SBMK,S193748W0435819,2845
PR-YXA,ATR-72-600,AD2804,SBCT,SBLO,S241237W0501448,17990
PR-YXE,ATR-72-600,AD2997,SBPA,SBUG,S295844W0515300,16496
PR-AQN,ATR-72-600,AD9350,SBEG,SBUA,S011217W0642418,15991
PR-AKJ,ATR-72-600,AD4293,SBCF,SBMK,S185406W0440236,15904
PR-YXA,ATR-72-600,AD2804,SBCT,SBLO,S232622W0505029,5614
PR-YXE,ATR-72-600,AD2997,SBPA,SBUG,S295714W0524158,18002
PR-AQN,ATR-72-600,AD9350,SBEG,SBUA,S004936W0652201,15996
PR-AQL,ATR-72-600,AD4135,SBIP,SBCF,S193513W0423246,2864
PR-AKJ,ATR-72-600,AD4293,SBCF,SBMK,S175327W0440244,16984
PR-AQL,ATR-72-600,AD4709,SBIP,SBCF,S192829W0422925,1007
PR-YXC,ATR-72-600,AD4503,SBPO,SBKP,S254332W0520656,12009
PR-AQO,ATR-72-600,AD9594,SBMQ,SBOI,N000313W0510403,407
PR-YXC,ATR-72-600,AD4503,SBPO,NULL,S261323W0524214,2958
PR-YXT,ATR-72-600,AD4330,SBIL,SBCF,S144856W0390127,302
PR-YXT,ATR-72-600,AD4330,SBIL,SBCF,S151639W0392206,12983
PR-YXT,ATR-72-600,AD4330,SBIL,SBCF,S155131W0400327,17985
PR-YXT,ATR-72-600,AD4330,SBIL,SBCF,S163138W0405132,17999
PR-YXT,ATR-72-600,AD4330,SBIL,SBCF,S171121W0413943,18011
PR-YXE,ATR-72-600,AD2997,SBPA,SBUG,S295523W0533218,17995
PR-AQN,ATR-72-600,AD9350,SBEG,SBUA,S003518W0662326,16002
PR-YXT,ATR-72-600,AD4330,SBIL,SBCF,S175305W0422856,17999
PR-AQL,ATR-72-600,AD4709,SBIP,SBCF,S194225W0431455,14001
PR-YXB,ATR-72-600,AD4560,SBRF,SBRF,S080747W0345519,286
PR-AQH,ATR-72-600,AD4418,SBEG,SBSN,S024748W0591758,12091
PR-AQH,ATR-72-600,AD4418,SBEG,SBSN,S024358W0582712,16998
PR-AQH,ATR-72-600,AD4418,SBEG,SBSN,S023920W0572729,17001
PR-AQP,ATR-72-600,AD2634,SBAR,SBRF,S105847W0370717,912
PR-AKJ,ATR-72-600,AD4293,SBCF,SBMK,S164606W0440238,6359
PR-AQP,ATR-72-600,AD2634,SBAR,SBRF,S105903W0370350,296
PR-AQO,ATR-72-600,AD9594,SBMQ,SBOI,N004751W0505837,14346
PR-AQP,ATR-72-600,AD2634,SBAR,SBRF,S102303W0363230,12232
PR-YXE,ATR-72-600,AD2997,SBPA,SBUG,S295313W0542233,17998
PR-AQN,ATR-72-600,AD9350,SBEG,SBUA,S001445W0670426,2233
PR-YXT,ATR-72-600,AD4330,SBIL,SBCF,S183810W0431434,17995
PR-AQH,ATR-72-600,AD4418,SBEG,SBSN,S023436W0562706,15316
PR-YXB,ATR-72-600,AD4560,SBRF,SBRF,S072731W0350201,7996
PR-AQO,ATR-72-600,AD9594,SBMQ,SBOI,N014321W0511322,18999
PR-AKF,ATR-72-600,AD2707,SBJV,SBKP,S261135W0485006,1050
PR-AQP,ATR-72-600,AD2634,SBAR,SBRF,S093752W0355915,16974
PR-AKF,ATR-72-600,AD2707,SBJV,SBKP,S261351W0484718,412
PR-AKF,ATR-72-600,AD2707,SBJV,SBKP,S255244W0482845,12111
PR-YXE,ATR-72-600,AD2997,SBPA,SBUG,S295050W0551047,17998
PR-AKF,ATR-72-600,AD2707,SBJV,SBKP,S245734W0481207,14989
PR-YXT,ATR-72-600,AD4330,SBIL,SBCF,S192729W0435921,10728
PR-AKA,ATR-72-600,AD4709,NULL,NULL,S193757W0435752,2659
PR-AQH,ATR-72-600,AD4418,SBEG,SBSN,S022946W0552547,14920
PR-AQO,ATR-72-600,AD9594,SBMQ,SBOI,N024232W0511847,19003
PR-YXF,ATR-72-600,AD4268,SBKP,SBRP,S225950W0470856,2404
PR-AQP,ATR-72-600,AD2634,SBAR,SBRF,S084941W0352401,16972
PR-YXE,ATR-72-600,AD2997,SBPA,SBUG,S294801W0560111,17999
PR-AKF,ATR-72-600,AD2707,SBJV,SBKP,S235917W0474748,14987
PR-YXA,ATR-72-600,AD2721,SBLO,SBCT,S231955W0510808,2178
PR-YXA,ATR-72-600,AD2721,SBLO,SBCT,S235000W0503232,15775
PR-YXC,ATR-72-600,AD4503,SBPO,NULL,S262105W0514147,10999
PR-YXC,ATR-72-600,AD4503,SBPO,NULL,S262503W0502535,11000
PR-YXC,ATR-72-600,AD4503,SBPO,NULL,S253937W0493617,10970
PR-YXC,ATR-72-600,AD4503,SBPO,NULL,S245140W0484542,12988
PR-YXF,ATR-72-600,AD4268,SBKP,SBRP,S221645W0472711,11002
PR-AQP,ATR-72-600,AD2634,SBAR,SBRF,S080003W0345752,2330
PR-YXE,ATR-72-600,AD2997,SBPA,SBUG,S294628W0565633,1892
PR-AKF,ATR-72-600,AD2707,SBJV,SBKP,S231216W0470637,7317
PR-YXC,ATR-72-600,AD4503,SBPO,NULL,S235611W0481506,16994
PR-YXA,ATR-72-600,AD2721,SBLO,SBCT,S245040W0495019,15739
PR-AKJ,ATR-72-600,AD4294,SBMK,SBCF,S164229W0434837,2381
PR-YXC,ATR-72-600,AD4503,SBPO,NULL,S231548W0471024,7868
PR-YXA,ATR-72-600,AD2721,SBLO,SBCT,S254219W0490541,6972
PR-YXB,ATR-72-600,AD2834,SBJP,SBRF,S070900W0345657,479
PR-AKJ,ATR-72-600,AD4294,SBMK,SBCF,S172457W0435241,13160
PR-AQN,ATR-72-600,AD9351,SBUA,SBEG,S000837W0665852,601
PR-YXB,ATR-72-600,AD2834,NULL,NULL,S080054W0345737,1871
PR-AQH,ATR-72-600,AD4418,SBSN,SBTB,S022517W0544712,581
PR-AKJ,ATR-72-600,AD4294,SBMK,SBCF,S182152W0434344,15991
PR-AQN,ATR-72-600,AD9351,SBUA,SBEG,S002214W0661804,11772
PR-YXE,ATR-72-600,AD2996,SBUG,SBPA,S294658W0570245,684
PR-AQL,ATR-72-600,AD5080,SBCF,SBGV,S193751W0435817,2744
PR-AQH,ATR-72-600,AD4418,SBSN,SBTB,S020503W0552411,14008
PR-AKJ,ATR-72-600,AD4294,SBMK,SBCF,S191808W0435539,11983
PR-AQN,ATR-72-600,AD9351,SBUA,SBEG,S003729W0652257,15003
PR-YXE,ATR-72-600,AD2996,SBUG,SBPA,S294224W0560756,17495
PR-AQL,ATR-72-600,AD5080,SBCF,SBGV,S191825W0432255,13009
PR-AQV,ATR-72-600,AD4485,NULL,NULL,S091124W0632802,12481
PR-AQV,ATR-72-600,AD4485,NULL,NULL,S095304W0625055,17005
PR-AQV,ATR-72-600,AD4485,NULL,NULL,S102941W0620245,16990
PR-AQV,ATR-72-600,AD4485,NULL,NULL,S110410W0611132,17003
PR-AQV,ATR-72-600,AD4485,NULL,NULL,S114833W0602457,17003
PR-AQV,ATR-72-600,AD4485,NULL,NULL,S123246W0593745,16993
PR-AQV,ATR-72-600,AD4485,NULL,NULL,S131727W0584945,17003
PR-AQV,ATR-72-600,AD4485,NULL,NULL,S140336W0580232,17001
PR-AQV,ATR-72-600,AD4485,NULL,NULL,S144804W0571341,16998
PR-AQV,ATR-72-600,AD4485,NULL,NULL,S153426W0562520,17007
PR-YXT,ATR-72-600,AD6174,SBCF,SBRP,S193744W0435824,2847
PR-YXF,ATR-72-600,AD4268,SBRP,SBKP,S211633W0474343,4479
PR-YXF,ATR-72-600,AD4270,SBRP,SBKP,S210738W0474635,2034
PR-AQN,ATR-72-600,AD9351,SBUA,SBEG,S005920W0642517,14999
PR-YXE,ATR-72-600,AD2996,SBUG,SBPA,S294659W0544358,18996
PR-AQQ,ATR-72-600,AD4264,SBCF,SBUL,S193749W0435819,2834
PR-YXF,ATR-72-600,AD4270,NULL,NULL,S213908W0475208,14031
PR-YXT,ATR-72-600,AD6174,SBCF,SBRP,S195212W0444229,12785
PR-AKF,ATR-72-600,AD2995,SBKP,SBJV,S230003W0470836,2297
PR-YXA,ATR-72-600,AD5094,SBCT,SBCA,S253124W0491053,3143
PR-AQN,ATR-72-600,AD9351,SBUA,SBEG,S013039W0632901,14995
PR-YXE,ATR-72-600,AD2996,SBUG,SBPA,S295049W0531608,19000
PR-AQQ,ATR-72-600,AD4264,SBCF,SBUL,S193744W0444142,12957
PR-YXF,ATR-72-600,AD4270,NULL,NULL,S223329W0473729,16000
PR-YXT,ATR-72-600,AD6174,SBCF,SBRP,S201557W0453511,16001
PR-YXC,ATR-72-600,AD2918,SBKP,SBML,S225953W0470851,2356
PR-AKF,ATR-72-600,AD2995,SBKP,SBJV,S234303W0472754,10771
PR-AQP,ATR-72-600,AD2750,SBRF,SBMO,S080812W0345511,320
PR-YXA,ATR-72-600,AD5094,SBCT,SBCA,S252503W0495633,12003
PR-AQN,ATR-72-600,AD9351,SBUA,SBEG,S020151W0623235,15001
PR-YXE,ATR-72-600,AD2996,SBUG,SBPA,S295409W0514740,19002
PR-AQQ,ATR-72-600,AD4264,SBCF,SBUL,S192406W0453650,17639
PR-YXF,ATR-72-600,AD4270,NULL,NULL,S230311W0470415,3385
PR-YXT,ATR-72-600,AD6174,SBCF,SBRP,S204453W0463255,16002
PR-YXC,ATR-72-600,AD2918,SBKP,SBML,S224519W0475718,14455
PR-AQH,ATR-72-600,AD4418,SBTB,SBEG,S012933W0562421,602
PR-AKF,ATR-72-600,AD2995,SBKP,SBJV,S243546W0475415,14013
PR-AQP,ATR-72-600,AD2750,SBRF,SBMO,S084356W0352212,15982
PR-YXA,ATR-72-600,AD5094,SBCT,SBCA,S251607W0505659,12010
PR-AQN,ATR-72-600,AD9351,SBUA,SBEG,S022747W0613512,14990
PR-YXE,ATR-72-600,AD2996,SBUG,SBPA,S295946W0510617,996
PR-AQH,ATR-72-600,AD4418,SBTB,SBEG,S015615W0570601,15893
PR-AQQ,ATR-72-600,AD4264,SBCF,SBUL,S191313W0463605,18025
PR-YXB,ATR-72-600,AD2685,SBRF,SBSG,S080813W0345511,314
PR-AQL,ATR-72-600,AD5080,SBGV,SBCF,S190605W0421715,7813
PR-AQL,ATR-72-600,AD5080,SBGV,SBCF,S185403W0415917,766
PR-YXC,ATR-72-600,AD2918,SBKP,SBML,S223309W0485022,17992
PR-AQL,ATR-72-600,AD5080,SBGV,SBCF,S192219W0424144,14979
PR-AKF,ATR-72-600,AD2995,SBKP,SBJV,S253521W0481010,9997
PR-AQP,ATR-72-600,AD2750,SBRF,SBMO,S092828W0355817,3403
PR-AKA,ATR-72-600,AD4142,SBCF,SBIP,S193752W0435816,2813
PR-AQN,ATR-72-600,AD9351,SBUA,SBEG,S025219W0603801,11241
PR-AQQ,ATR-72-600,AD4264,SBCF,SBUL,S190747W0473619,17832
PR-YXB,ATR-72-600,AD2685,SBRF,SBSG,S072549W0350209,15280
PR-YXC,ATR-72-600,AD2918,SBKP,SBML,S222553W0494825,9094
PR-AQL,ATR-72-600,AD5080,SBGV,SBCF,S194915W0434156,8937
PR-AKF,ATR-72-600,AD2995,SBKP,SBJV,S254954W0483123,9257
PR-AKA,ATR-72-600,AD4142,SBCF,SBIP,S193351W0430827,13002
PR-AQV,ATR-72-600,AD4487,SBCY,SBSR,S153854W0560710,909
PR-YXB,ATR-72-600,AD2685,SBRF,SBSG,S063013W0352032,19001
PR-AKJ,ATR-72-600,AD6176,SBCF,SBSR,S193756W0435813,2783
PR-AQV,ATR-72-600,AD4487,SBCY,SBSR,S160956W0554729,12585
PR-YXF,ATR-72-600,AD4825,SBKP,SBRP,S225950W0470856,2330
PR-YXB,ATR-72-600,AD2685,SBRF,SBSG,S054552W0352354,640
PR-AKJ,ATR-72-600,AD6176,SBCF,SBSR,S195220W0444258,12394
PR-AQV,ATR-72-600,AD4487,SBCY,SBSR,S164212W0545557,17002
PR-YXF,ATR-72-600,AD4825,SBKP,SBRP,S221914W0472557,13000
PR-YXT,ATR-72-600,AD6174,SBRP,SBCF,S211419W0473244,8255
PR-YXT,ATR-72-600,AD6175,SBCF,NULL,S210743W0474633,2003
PR-AQP,ATR-72-600,AD4344,SBMO,SBRF,S093042W0354713,575
PR-YXT,ATR-72-600,AD6175,SBCF,NULL,S203406W0471446,16563
PR-YXE,ATR-72-600,AD2996,SBPA,SBCT,S295940W0511047,364
PR-AKJ,ATR-72-600,AD6176,SBCF,SBSR,S201024W0453837,15989
PR-AQL,ATR-72-600,AD4470,SBCF,SBMK,S193834W0435737,2801
PR-AQQ,ATR-72-600,AD4922,SBUL,SBCF,S185238W0481323,3195
PR-YXC,ATR-72-600,AD4222,SBML,SBKP,S221116W0495527,2318
PR-AKA,ATR-72-600,AD4142,SBIP,SBCF,S192835W0422928,1002
PR-AQV,ATR-72-600,AD4487,SBCY,SBSR,S171735W0535842,16996
PR-YXC,ATR-72-600,AD4222,SBML,SBKP,S221823W0485939,15022
PR-AQP,ATR-72-600,AD4344,SBMO,SBRF,S084928W0352343,12951
PR-YXT,ATR-72-600,AD6175,SBCF,NULL,S200010W0461534,19001
PR-YXE,ATR-72-600,AD2996,SBPA,SBCT,S292046W0510854,14727
PR-AKA,ATR-72-600,AD4142,SBIP,SBCF,S193706W0431856,15630
PR-AKJ,ATR-72-600,AD6176,SBCF,SBSR,S202507W0464221,15995
PR-AQL,ATR-72-600,AD4470,SBCF,SBMK,S190647W0440456,14075
PR-AQQ,ATR-72-600,AD4922,SBUL,SBCF,S185341W0472713,15527
PR-AQV,ATR-72-600,AD4487,SBCY,SBSR,S180035W0530619,17005
PR-YXA,ATR-72-600,AD2969,SBCA,SBCT,S250023W0532941,2719
PR-YXC,ATR-72-600,AD4222,SBML,SBKP,S223510W0475334,17004
PR-AQP,ATR-72-600,AD4344,SBMO,SBRF,S075756W0350013,3418
PR-YXT,ATR-72-600,AD6175,SBCF,NULL,S192409W0451352,19002
PR-YXE,ATR-72-600,AD2996,SBPA,SBCT,S282501W0504906,16994
PR-AKA,ATR-72-600,AD4142,SBIP,SBCF,S193025W0440509,5236
PR-AKJ,ATR-72-600,AD6176,SBCF,SBSR,S203928W0474621,15991
PR-YXB,ATR-72-600,AD2684,SBSG,SBRF,S054612W0352154,496
PR-AQL,ATR-72-600,AD4470,SBCF,SBMK,S181131W0440014,18983
PR-AQQ,ATR-72-600,AD4922,SBUL,SBCF,S185935W0462521,19007
PR-AKF,ATR-72-600,AD2995,SBJV,SBKP,S261350W0484720,296
PR-AQV,ATR-72-600,AD4487,SBCY,SBSR,S184400W0521452,17004
PR-AKF,ATR-72-600,AD2995,SBJV,SBKP,S254052W0481914,11001
PR-AKF,ATR-72-600,AD2995,SBJV,SBKP,S244547W0481709,10992
PR-YXA,ATR-72-600,AD2969,SBCA,SBCT,S251552W0522908,10988
PR-YXC,ATR-72-600,AD4222,SBML,SBKP,S231413W0471233,9531
PR-YXT,ATR-72-600,AD6175,SBCF,NULL,S192801W0440812,5921
PR-YXE,ATR-72-600,AD2996,SBPA,SBCT,S272700W0502043,16997
PR-AKJ,ATR-72-600,AD6176,SBCF,SBSR,S205222W0484955,15985
PR-YXB,ATR-72-600,AD2684,SBSG,SBRF,S062901W0350736,14031
PR-AQL,ATR-72-600,AD4470,SBCF,SBMK,S170812W0440212,16261
PR-AQQ,ATR-72-600,AD4922,SBUL,SBCF,S190255W0452101,19017
PR-AQV,ATR-72-600,AD4487,SBCY,SBSR,S192703W0512309,17001
PR-AKF,ATR-72-600,AD2995,SBJV,SBKP,S235429W0475917,10990
PR-YXF,ATR-72-600,AD4825,SBRP,SBKP,S212454W0474107,7334
PR-YXF,ATR-72-600,AD4119,SBRP,SBKP,S210743W0474633,2003
PR-YXE,ATR-72-600,AD2996,SBPA,SBCT,S263417W0494138,13006
PR-YXB,ATR-72-600,AD2684,SBSG,SBRF,S072631W0350215,15998
PR-AQQ,ATR-72-600,AD4922,SBUL,SBCF,S192315W0441455,8516
PR-YXF,ATR-72-600,AD4119,SBRP,SBKP,S214252W0474726,15928
PR-AKF,ATR-72-600,AD2995,SBJV,SBKP,S231435W0471146,7395
PR-YXA,ATR-72-600,AD2969,SBCA,SBCT,S252512W0511643,11001
PR-YXA,ATR-72-600,AD2969,SBCA,SBCT,S253356W0500415,11001
PR-YXE,ATR-72-600,AD2996,SBPA,SBCT,S254200W0490507,7194
PR-YXF,ATR-72-600,AD4119,SBRP,SBKP,S222758W0472725,16007
PR-YXA,ATR-72-600,AD2969,SBCA,SBCT,S253709W0490426,5273
PR-AQL,ATR-72-600,AD4470,SBMK,SBCF,S164228W0434843,2297
PR-YXF,ATR-72-600,AD4119,SBRP,SBKP,S230549W0470100,4731
PR-AQL,ATR-72-600,AD4470,SBMK,SBCF,S172734W0433705,14153
PR-AQL,ATR-72-600,AD4470,SBMK,SBCF,S182416W0432726,17988
PR-AQV,ATR-72-600,AD4488,SBSR,SBKP,S204919W0492448,1941
PR-AKJ,ATR-72-600,AD6176,SBSR,SBCF,S204859W0492422,1715
PR-AKJ,ATR-72-600,AD6176,SBSR,SBCF,S204840W0492356,1983
PR-AKJ,ATR-72-600,AD6176,SBSR,SBCF,S203233W0483647,14306
PR-AKJ,ATR-72-600,AD6176,SBSR,SBCF,S201023W0473528,17003
PR-AQL,ATR-72-600,AD4470,SBMK,SBCF,S192446W0440011,7989
PR-AQV,ATR-72-600,AD4488,SBSR,SBKP,S212758W0485343,15003
PR-AKJ,ATR-72-600,AD6176,SBSR,SBCF,S194612W0463003,17000
PR-AQV,ATR-72-600,AD4488,SBSR,SBKP,S221428W0480029,15003
PR-AKJ,ATR-72-600,AD6176,SBSR,SBCF,S192139W0452459,16997
PR-AQV,ATR-72-600,AD4488,SBSR,SBKP,S230636W0471436,9397
PR-AKJ,ATR-72-600,AD6176,SBSR,SBCF,S192056W0441812,9775
PR-AQQ,ATR-72-600,AD4420,SBCF,SBMK,S193834W0435737,2824
PR-YXB,ATR-72-600,AD4994,SBRF,SBJU,S080819W0345509,359
PR-AKA,ATR-72-600,AD4139,SBCF,SBIP,S193807W0435802,2734
PR-AQQ,ATR-72-600,AD4420,SBCF,SBMK,S185826W0434905,14686
PR-YXB,ATR-72-600,AD4994,SBRF,SBJU,S075348W0352019,13776
PR-AKA,ATR-72-600,AD4139,SBCF,SBIP,S193821W0430655,10996
PR-AQQ,ATR-72-600,AD4420,SBCF,SBMK,S175921W0434737,17006
PR-YXB,ATR-72-600,AD4994,SBRF,SBJU,S074312W0361750,18001
PR-AQQ,ATR-72-600,AD4420,SBCF,SBMK,S165701W0433819,10210
PR-YXB,ATR-72-600,AD4994,SBRF,SBJU,S073121W0372121,18002
