Aircraft,AircraftType,Flight,DepartureAirportICAO,ArrivalAirportICAO,Coordenada,Altitude
PR-AQV,ATR-72-600,AD4496,SBCY,SBPV,S153844W0560714,846
PR-AQP,ATR-72-600,AD9804,SBRF,SBFZ,S073602W0351357,17305
PR-AKA,ATR-72-600,AD4709,SBIP,SBCF,S194147W0431315,13353
PR-AQZ,ATR-72-600,AD2685,SBRF,SBSG,S080749W0345519,382
PR-AQQ,ATR-72-600,AD5033,NULL,PTAN,S125242W0391322,16020
PR-AQH,ATR-72-600,AD9586,SBUY,SBEG,S030917W0605516,14991
PR-YXB,ATR-72-600,AD4566,SBRF,SBKG,S074339W0353027,12003
PR-AKJ,ATR-72-600,AD4179,SBCF,SBUL,S193742W0435825,2727
PR-AQV,ATR-72-600,AD4496,SBCY,SBPV,S151306W0564717,11074
PR-AQP,ATR-72-600,AD9804,SBRF,SBFZ,S065114W0355325,20002
PR-AQZ,ATR-72-600,AD2685,SBRF,SBSG,S072851W0345626,11781
PR-AQQ,ATR-72-600,AD5033,NULL,PTAN,S125623W0382834,2536
PR-AQH,ATR-72-600,AD9586,SBUY,SBEG,S030218W0600852,1920
PR-AKJ,ATR-72-600,AD4179,SBCF,SBUL,S193006W0444724,13201
PR-AQV,ATR-72-600,AD4496,SBCY,SBPV,S144132W0572846,15996
PR-AQP,ATR-72-600,AD9804,SBRF,SBFZ,S060729W0363146,19998
PR-AQZ,ATR-72-600,AD2685,SBRF,SBSG,S063603W0351622,16993
PR-AKJ,ATR-72-600,AD4179,SBCF,SBUL,S192027W0454709,16000
PR-AQV,ATR-72-600,AD4496,SBCY,SBPV,S140038W0581556,16004
PR-AQP,ATR-72-600,AD9804,SBRF,SBFZ,S052320W0371020,20000
PR-AKF,ATR-72-600,AD4333,SBKP,SBZM,S225953W0470851,2277
PR-AQZ,ATR-72-600,AD2685,SBRF,SBSG,S054538W0352528,1206
PR-AKJ,ATR-72-600,AD4179,SBCF,SBUL,S190938W0465151,15999
PR-AQL,ATR-72-600,AD4330,SBRF,SBAR,S080738W0345523,321
PR-AQV,ATR-72-600,AD4496,SBCY,SBPV,S131839W0590215,15998
PR-AQP,ATR-72-600,AD9804,SBRF,SBFZ,S044012W0374753,20000
PR-AKF,ATR-72-600,AD4333,SBKP,SBZM,S223415W0462508,12350
PR-YXA,ATR-72-600,AD2720,SBCT,SBLO,S253131W0491045,3178
PR-YXB,ATR-72-600,AD4566,SBKG,SBRF,S071352W0355703,2903
PR-YXB,ATR-72-600,AD2692,SBKG,SBRF,S071628W0355321,1946
PR-AQJ,ATR-72-600,AD4316,SBKP,SBUL,S230005W0470835,2347
PR-AKJ,ATR-72-600,AD4179,SBCF,SBUL,S190703W0475629,13543
PR-AQL,ATR-72-600,AD4330,SBRF,SBAR,S084743W0351651,13377
PR-AQV,ATR-72-600,AD4496,SBCY,SBPV,S123623W0594730,16002
PR-AQP,ATR-72-600,AD9804,SBRF,SBFZ,S035818W0383106,9865
PR-AKF,ATR-72-600,AD4333,SBKP,SBZM,S221432W0452358,16988
PR-YXB,ATR-72-600,AD2692,SBKG,SBRF,S074716W0352302,11000
PR-YXA,ATR-72-600,AD2720,SBCT,SBLO,S250053W0494643,15338
PR-AQJ,ATR-72-600,AD4316,SBKP,SBUL,S221621W0472428,14034
PR-YXF,ATR-72-600,AD4268,SBKP,SBRP,S230005W0470834,2326
PR-AQL,ATR-72-600,AD4330,SBRF,SBAR,S093213W0355227,17989
PR-AQV,ATR-72-600,AD4496,SBCY,SBPV,S115617W0603056,18003
PR-AQP,ATR-72-600,AD9804,SBRF,SBFZ,S035222W0381928,4540
PR-YXC,ATR-72-600,AD4392,SBKP,SBSR,S230005W0470834,2289
PR-AKF,ATR-72-600,AD4333,SBKP,SBZM,S215230W0441446,16976
PR-AQQ,ATR-72-600,AD5023,SBSV,SNBR,S125428W0381905,319
PR-AQZ,ATR-72-600,AD2684,SBSG,SBRF,S054613W0352152,542
PR-YXA,ATR-72-600,AD2720,SBCT,SBLO,S241542W0502300,17997
PR-AQJ,ATR-72-600,AD4316,SBKP,SBUL,S211909W0473733,17014
PR-YXT,ATR-72-600,AD4331,SBCF,SBPS,S193747W0435820,2808
PR-YXF,ATR-72-600,AD4268,SBKP,SBRP,S222045W0472702,13178
PR-AQL,ATR-72-600,AD4330,SBRF,SBAR,S101858W0363103,17983
PR-AQV,ATR-72-600,AD4496,SBCY,SBPV,S111451W0611523,17998
PR-YXC,ATR-72-600,AD4392,SBKP,SBSR,S223424W0474314,13662
PR-AQQ,ATR-72-600,AD5023,SBSV,SNBR,S125913W0385431,11827
PR-AQZ,ATR-72-600,AD2684,SBSG,SBRF,S062559W0351228,12483
PR-ATV,ATR-72-600,AD4293,SBCF,SBMK,S193746W0435821,2797
PR-YXA,ATR-72-600,AD2720,SBCT,SBLO,S232344W0505642,5039
PR-AQJ,ATR-72-600,AD4316,SBKP,SBUL,S202115W0475042,17001
PR-YXT,ATR-72-600,AD4331,SBCF,SBPS,S191343W0431814,12000
PR-AQV,ATR-72-600,AD4496,SBCY,SBPV,S103301W0620028,18001
PR-YXC,ATR-72-600,AD4392,SBKP,SBSR,S215157W0482043,16996
PR-AQQ,ATR-72-600,AD5023,SBSV,SNBR,S125216W0395007,17430
PR-AQZ,ATR-72-600,AD2684,SBSG,SBRF,S071856W0350529,15703
PR-ATV,ATR-72-600,AD4293,SBCF,SBMK,S185113W0440037,12901
PR-AKJ,ATR-72-600,AD4180,SBUL,SBCF,S185230W0481319,3231
PR-AQJ,ATR-72-600,AD4316,SBKP,SBUL,S192338W0480806,13473
PR-YXT,ATR-72-600,AD4331,SBCF,SBPS,S184456W0422425,16785
PR-AQN,ATR-72-600,AD6100,SBEG,SBSN,S030219W0600241,594
PR-AQN,ATR-72-600,AD6100,SBEG,SBSN,S031055W0591322,13784
PR-AQN,ATR-72-600,AD6100,SBEG,SBSN,S030513W0582338,20560
PR-AQP,ATR-72-600,AD9804,SBFZ,SBRF,S034637W0383149,389
PR-YXB,ATR-72-600,AD4560,SBKG,SBJP,S080819W0345509,411
PR-ATV,ATR-72-600,AD4293,SBCF,SBMK,S174832W0440146,14527
PR-AKJ,ATR-72-600,AD4180,SBUL,SBCF,S190349W0472821,15470
PR-AQN,ATR-72-600,AD6100,SBEG,SBSN,S025006W0572653,21007
PR-AKF,ATR-72-600,AD2631,SBZM,SBKP,S213101W0431043,1610
PR-AQP,ATR-72-600,AD9804,SBFZ,SBRF,S041753W0380321,13329
PR-YXB,ATR-72-600,AD4560,SBKG,SBJP,S072629W0350101,8002
PR-ATV,ATR-72-600,AD4293,SBCF,SBMK,S164711W0440803,7421
PR-AKJ,ATR-72-600,AD4180,SBUL,SBCF,S190935W0463008,19013
PR-AQN,ATR-72-600,AD6100,SBEG,SBSN,S023320W0562918,20998
PR-AKF,ATR-72-600,AD2631,SBZM,SBKP,S213352W0440131,12278
PR-AQV,ATR-72-600,AD4496,SBCY,SBPV,S094957W0624616,17996
PR-AQV,ATR-72-600,AD4496,SBCY,SBPV,S090615W0633340,14229
PR-AQP,ATR-72-600,AD9804,SBFZ,SBRF,S050050W0372704,14976
PR-YXF,ATR-72-600,AD4268,SBRP,SBKP,S212306W0474137,6607
PR-AKJ,ATR-72-600,AD4180,SBUL,SBCF,S190730W0452248,18998
PR-YXF,ATR-72-600,AD4270,SBKP,NULL,S210742W0474633,2069
PR-AQN,ATR-72-600,AD6100,SBEG,SBSN,S022846W0552809,15750
PR-AKF,ATR-72-600,AD2631,SBZM,SBKP,S215311W0450000,13987
PR-YXA,ATR-72-600,AD2721,SBLO,SBCT,S232013W0510714,2101
PR-YXA,ATR-72-600,AD2721,SBLO,SBCT,S240003W0503208,16053
PR-AQL,ATR-72-600,AD4330,SBAR,SBSV,S105900W0370546,399
PR-AQL,ATR-72-600,AD4330,SBAR,SBSV,S105903W0370359,295
PR-AQL,ATR-72-600,AD4330,SBAR,SBSV,S113831W0371946,14937
PR-YXF,ATR-72-600,AD4270,SBKP,NULL,S214239W0475428,15527
PR-AQP,ATR-72-600,AD9804,SBFZ,SBRF,S054712W0365621,14977
PR-AKJ,ATR-72-600,AD4180,SBUL,SBCF,S191938W0441957,19001
PR-AKF,ATR-72-600,AD2631,SBZM,SBKP,S221233W0460000,13989
PR-AQJ,ATR-72-600,AD4265,SBUL,SBKP,S185231W0481321,3137
PR-AQL,ATR-72-600,AD4330,SBAR,SBSV,S122309W0375155,17984
PR-YXA,ATR-72-600,AD2721,SBLO,SBCT,S244940W0494554,18996
PR-YXF,ATR-72-600,AD4270,SBKP,NULL,S223212W0474725,18005
PR-YXC,ATR-72-600,AD4392,SBSR,SBKP,S205855W0490048,11824
PR-YXC,ATR-72-600,AD4140,SBSR,SBKP,S204922W0492451,1985
PR-AQP,ATR-72-600,AD9804,SBFZ,SBRF,S063532W0362803,14970
PR-YXC,ATR-72-600,AD4140,SBSR,SBKP,S212246W0485848,15958
PR-AQV,ATR-72-600,AD4496,SBPV,SBEG,S084209W0635410,610
PR-AKJ,ATR-72-600,AD4180,SBUL,SBCF,S193954W0435623,3084
PR-YXT,ATR-72-600,AD4331,SBPS,SBSV,S181441W0412655,16999
PR-YXT,ATR-72-600,AD4331,SBPS,SBSV,S174328W0402828,16999
PR-YXT,ATR-72-600,AD4331,SBPS,SBSV,S170305W0393938,16999
PR-AKF,ATR-72-600,AD2631,SBZM,SBKP,S223707W0465714,13988
PR-AQJ,ATR-72-600,AD4265,SBUL,SBKP,S193410W0481511,14839
PR-AQL,ATR-72-600,AD4330,SBAR,SBSV,S125540W0382505,1630
PR-YXA,ATR-72-600,AD2721,SBLO,SBCT,S254216W0490810,8278
PR-ATV,ATR-72-600,AD4294,SBMK,SBCF,S164228W0434840,2375
PR-YXF,ATR-72-600,AD4270,SBKP,SBKP,S225824W0472232,14311
PR-YXB,ATR-72-600,AD4560,SBJP,SBRF,S070542W0350014,1575
PR-YXB,ATR-72-600,AD2834,SBJP,SBRF,S070904W0345653,533
PR-AQP,ATR-72-600,AD9804,SBFZ,SBRF,S072441W0355636,14977
PR-YXC,ATR-72-600,AD4140,SBSR,SBKP,S220827W0481247,19002
PR-AQV,ATR-72-600,AD4496,SBPV,SBEG,S080941W0632501,10961
PR-AKF,ATR-72-600,AD2631,SBZM,SBKP,S224940W0465942,9909
PR-AQJ,ATR-72-600,AD4265,SBUL,SBKP,S203036W0480835,17984
PR-ATV,ATR-72-600,AD4294,SBMK,SBCF,S172544W0433608,14221
PR-YXB,ATR-72-600,AD2834,SBJP,SBRF,S075733W0345842,1993
PR-AQN,ATR-72-600,AD6100,SBSN,SBEG,S022528W0544817,539
PR-AQP,ATR-72-600,AD9804,SBFZ,SBRF,S074945W0350844,7584
PR-YXC,ATR-72-600,AD4140,SBSR,SBKP,S225300W0472603,13707
PR-AQV,ATR-72-600,AD4496,SBPV,SBEG,S072708W0625825,16849
PR-YXT,ATR-72-600,AD4331,SBPS,SBSV,S162613W0390430,334
PR-AQJ,ATR-72-600,AD4265,SBUL,SBKP,S213356W0480033,18000
PR-ATV,ATR-72-600,AD4294,SBMK,SBCF,S182218W0433700,18005
PR-AQN,ATR-72-600,AD6100,SBSN,SBEG,S023418W0553956,11230
PR-AQV,ATR-72-600,AD4496,SBPV,SBEG,S063843W0622816,17026
PR-YXT,ATR-72-600,AD4331,SBPS,SBSV,S154352W0390142,13537
PR-AQJ,ATR-72-600,AD4265,SBUL,SBKP,S223618W0473733,17617
PR-ATV,ATR-72-600,AD4294,SBMK,SBCF,S191859W0435652,18004
PR-AQN,ATR-72-600,AD6100,SBSN,SBEG,S024024W0563835,17009
PR-AQV,ATR-72-600,AD4496,SBPV,SBEG,S054832W0615710,16995
PR-YXT,ATR-72-600,AD4331,SBPS,SBSV,S144825W0384742,19000
PR-AQJ,ATR-72-600,AD4265,SBUL,SBKP,S230115W0470657,2313
PR-YXA,ATR-72-600,AD5094,SBCT,SBCA,S253126W0491051,3138
PR-AQL,ATR-72-600,AD4330,SBSV,SBPS,S125429W0381911,148
PR-YXF,ATR-72-600,AD4270,SBKP,SBJV,S225947W0470900,2375
PR-AQQ,ATR-72-600,AD5023,SNBR,SBCF,S120429W0450002,2613
PR-AQQ,ATR-72-600,AD5023,SNBR,SBCF,S123716W0444721,14235
PR-AQQ,ATR-72-600,AD5023,SNBR,SBCF,S133234W0444607,18022
PR-AQV,ATR-72-600,AD4496,SBPV,SBEG,S051004W0611521,16996
PR-YXT,ATR-72-600,AD4331,SBPS,SBSV,S134905W0383633,18999
PR-YXA,ATR-72-600,AD5094,SBCT,SBCA,S252609W0500029,15431
PR-AQL,ATR-72-600,AD4330,SBSV,SBPS,S133727W0382639,12173
PR-YXF,ATR-72-600,AD4270,SBKP,SBJV,S233954W0472534,13863
PR-AQQ,ATR-72-600,AD5023,SNBR,SBCF,S143554W0444532,18022
PR-AQN,ATR-72-600,AD6100,SBSN,SBEG,S024637W0574156,18002
PR-AQN,ATR-72-600,AD6100,SBSN,SBEG,S025207W0584700,18005
PR-AQV,ATR-72-600,AD4496,SBPV,SBEG,S042145W0604122,17008
PR-YXT,ATR-72-600,AD4331,SBPS,SBSV,S125536W0382446,1508
PR-AQP,ATR-72-600,AD2750,SBRF,SBMO,S080737W0345522,341
PR-YXA,ATR-72-600,AD5094,SBCT,SBCA,S251900W0505954,18006
PR-AQL,ATR-72-600,AD4330,SBSV,SBPS,S142811W0383812,17086
PR-AQN,ATR-72-600,AD6100,SBSN,SBEG,S030224W0595142,3508
PR-YXF,ATR-72-600,AD4270,SBKP,SBJV,S242929W0475433,16005
PR-AQQ,ATR-72-600,AD5023,SNBR,SBCF,S153919W0444457,18014
PR-AQV,ATR-72-600,AD4496,SBPV,SBEG,S033123W0600740,15718
PR-AQP,ATR-72-600,AD2750,SBRF,SBMO,S084443W0352314,14001
PR-YXA,ATR-72-600,AD5094,SBCT,SBCA,S251050W0520352,18003
PR-AQL,ATR-72-600,AD4330,SBSV,SBPS,S152524W0385812,17996
PR-YXF,ATR-72-600,AD4270,SBKP,SBJV,S252355W0482607,16010
PR-AQQ,ATR-72-600,AD5023,SNBR,SBCF,S164133W0444353,18015
PR-AQP,ATR-72-600,AD2750,SBRF,SBMO,S092323W0355959,5336
PR-YXB,ATR-72-600,AD4067,SBRF,SBSV,S080748W0345519,316
PR-YXA,ATR-72-600,AD5094,SBCT,SBCA,S250358W0530927,10505
PR-AQL,ATR-72-600,AD4330,SBSV,SBPS,S162529W0391805,4666
PR-AQQ,ATR-72-600,AD5023,SNBR,SBCF,S174408W0444242,18027
PR-YXB,ATR-72-600,AD4067,SBRF,SBSV,S084802W0351248,11831
PR-YXT,ATR-72-600,AD4331,SBSV,SBAR,S125430W0381913,296
PR-AQJ,ATR-72-600,AD2907,SBKP,SBMG,S230004W0470837,2301
PR-AQQ,ATR-72-600,AD5023,SNBR,SBCF,S184503W0443432,18029
PR-YXB,ATR-72-600,AD4067,SBRF,SBSV,S092954W0354736,16000
PR-YXT,ATR-72-600,AD4331,SBSV,SBAR,S120845W0375214,14223
PR-AQJ,ATR-72-600,AD2907,SBKP,SBMG,S230513W0475614,13754
PR-AQQ,ATR-72-600,AD5023,SNBR,SBCF,S193531W0440026,3404
PR-YXB,ATR-72-600,AD4067,SBRF,SBSV,S101255W0362409,15999
PR-YXT,ATR-72-600,AD4331,SBSV,SBAR,S111005W0372025,8609
PR-AQP,ATR-72-600,AD4344,SBMO,SBRF,S093042W0354715,594
PR-AQJ,ATR-72-600,AD2907,SBKP,SBMG,S231106W0485156,18004
PR-AQL,ATR-72-600,AD4330,SBPS,SBCF,S162612W0390427,266
PR-YXB,ATR-72-600,AD4067,SBRF,SBSV,S105607W0370205,15999
PR-YXA,ATR-72-600,AD2969,SBCA,SBCT,S250023W0532941,2722
PR-AQP,ATR-72-600,AD4344,SBMO,SBRF,S084952W0352353,12969
PR-AQJ,ATR-72-600,AD2907,SBKP,SBMG,S231713W0495333,18001
PR-AQL,ATR-72-600,AD4330,SBPS,SBCF,S164822W0393641,13458
PR-ATV,ATR-72-600,AD4142,SBCF,SBIP,S193812W0435758,2784
PR-YXF,ATR-72-600,AD4270,SBJV,SBKP,S261108W0485032,1263
PR-YXF,ATR-72-600,AD4202,SBJV,SBKP,S261349W0484721,366
PR-YXF,ATR-72-600,AD4202,SBJV,SBKP,S254118W0482759,13113
PR-YXB,ATR-72-600,AD4067,SBRF,SBSV,S114751W0372332,15999
PR-YXA,ATR-72-600,AD2969,SBCA,SBCT,S251522W0523253,15938
PR-AQP,ATR-72-600,AD4344,SBMO,SBRF,S075820W0345838,2927
PR-AQJ,ATR-72-600,AD2907,SBKP,SBMG,S232206W0505518,18001
PR-YXF,ATR-72-600,AD4202,SBJV,SBKP,S244429W0482303,18997
PR-AKJ,ATR-72-600,AD6183,SBRP,SBCF,S210741W0474634,2038
PR-AQL,ATR-72-600,AD4330,SBPS,SBCF,S171156W0403108,17999
PR-ATV,ATR-72-600,AD4142,SBCF,SBIP,S193732W0430253,11005
PR-AKJ,ATR-72-600,AD6183,SBRP,SBCF,S202738W0471534,15495
PR-YXB,ATR-72-600,AD4067,SBRF,SBSV,S122600W0380223,15999
PR-YXA,ATR-72-600,AD2969,SBCA,SBCT,S252348W0511629,19001
PR-YXF,ATR-72-600,AD4202,SBJV,SBKP,S234736W0481314,21007
PR-AKJ,ATR-72-600,AD6183,SBRP,SBCF,S195623W0461825,18983
PR-YXB,ATR-72-600,AD4067,SBRF,SBSV,S125450W0382056,324
PR-YXF,ATR-72-600,AD4202,SBJV,SBKP,S231216W0470729,6958
PR-AQL,ATR-72-600,AD4330,SBPS,SBCF,S173402W0413404,17999
PR-YXT,ATR-72-600,AD4331,SBAR,SBRF,S105903W0370353,289
PR-YXT,ATR-72-600,AD4331,SBAR,SBRF,S102332W0363300,13378
PR-AQL,ATR-72-600,AD4330,SBPS,SBCF,S180724W0422928,17998
PR-AKJ,ATR-72-600,AD6183,SBRP,SBCF,S192419W0451737,18999
PR-YXT,ATR-72-600,AD4331,SBAR,SBRF,S093810W0355933,19000
PR-AQL,ATR-72-600,AD4330,SBPS,SBCF,S184741W0432051,17986
PR-AKJ,ATR-72-600,AD6183,SBRP,SBCF,S192129W0441614,9482
PR-ATV,ATR-72-600,AD4142,SBCF,NULL,S192830W0422925,1009
PR-YXT,ATR-72-600,AD4331,SBAR,SBRF,S084951W0352408,19001
PR-ATV,ATR-72-600,AD4142,SBCF,NULL,S194033W0431229,15984
PR-AQL,ATR-72-600,AD4330,SBPS,SBCF,S192329W0440951,7362
PR-YXB,ATR-72-600,AD5034,SBSV,SBRF,S125430W0381916,245
PR-YXT,ATR-72-600,AD4331,SBAR,SBRF,S080010W0350404,6704
PR-ATV,ATR-72-600,AD4142,SBCF,NULL,S192848W0440420,6128
PR-YXB,ATR-72-600,AD5034,SBSV,SBRF,S121421W0374958,15253
PR-AQJ,ATR-72-600,AD4279,SBMG,SBKP,S232831W0520043,1994
PR-AQJ,ATR-72-600,AD4279,SBMG,SBKP,S231259W0510605,15581
PR-YXC,ATR-72-600,AD9803,SBKP,SBCF,S230008W0470831,2368
PR-AQJ,ATR-72-600,AD4279,SBMG,SBKP,S224627W0500134,19004
PR-YXB,ATR-72-600,AD5034,SBSV,SBRF,S112603W0371546,19003
PR-YXC,ATR-72-600,AD9803,SBKP,SBCF,S222936W0461838,15010
PR-AQJ,ATR-72-600,AD4279,SBMG,SBKP,S223159W0484851,18998
PR-YXB,ATR-72-600,AD5034,SBSV,SBRF,S103750W0364153,19002
PR-YXC,ATR-72-600,AD9803,SBKP,SBCF,S214821W0452507,21003
PR-AQJ,ATR-72-600,AD4279,SBMG,SBKP,S224321W0473604,11926
PR-YXB,ATR-72-600,AD5034,SBSV,SBRF,S094918W0360720,18998
PR-YXC,ATR-72-600,AD9803,SBKP,SBCF,S204901W0444514,21006
PR-YXB,ATR-72-600,AD5034,SBSV,SBRF,S090231W0353318,17976
PR-YXC,ATR-72-600,AD9803,SBKP,SBCF,S194222W0441520,8779
PR-AKJ,ATR-72-600,AD4420,SBCF,SBMK,S193839W0435733,2844
PR-YXB,ATR-72-600,AD5034,SBSV,SBRF,S081031W0345308,10116
PR-AKJ,ATR-72-600,AD4420,SBCF,SBMK,S190248W0434924,13115
PR-AKJ,ATR-72-600,AD4420,SBCF,SBMK,S180456W0434819,16999
PR-AQL,ATR-72-600,AD4139,SBCF,SBIP,S193823W0435747,2736
PR-AKJ,ATR-72-600,AD4420,SBCF,SBMK,S170108W0435920,11861
PR-AQL,ATR-72-600,AD4139,SBCF,SBIP,S193748W0430750,10995
PR-YXC,ATR-72-600,AD4376,SBCF,SBUL,S193815W0435755,2794
PR-YXC,ATR-72-600,AD4376,SBCF,SBUL,S193124W0442712,14124
PR-AQJ,ATR-72-600,AD4711,SBKP,SBRP,S230035W0470752,2298
PR-YXF,ATR-72-600,AD2716,SBKP,SBDN,S230036W0470750,2285
PR-AKF,ATR-72-600,AD4099,SBKP,SBSR,S230035W0470751,2259
PR-YXC,ATR-72-600,AD4376,SBCF,SBUL,S192330W0452012,18004
PR-AQJ,ATR-72-600,AD4711,SBKP,SBRP,S222224W0471228,13464
PR-YXF,ATR-72-600,AD2716,SBKP,SBDN,S231327W0475009,14007
PR-AKF,ATR-72-600,AD4099,SBKP,SBSR,S223054W0472317,12840
PR-YXC,ATR-72-600,AD4376,SBCF,SBUL,S191400W0462137,18005
PR-AQJ,ATR-72-600,AD4711,SBKP,SBRP,S212903W0473841,8746
PR-YXF,ATR-72-600,AD2716,SBKP,SBDN,S225836W0484901,15999
PR-AKF,ATR-72-600,AD4099,SBKP,SBSR,S215737W0481056,16013
PR-YXC,ATR-72-600,AD4376,SBCF,SBUL,S190521W0472354,18002
PR-YXF,ATR-72-600,AD2716,SBKP,SBDN,S224221W0495139,16003
PR-AKF,ATR-72-600,AD4099,SBKP,SBSR,S212103W0490232,16001
PR-YXC,ATR-72-600,AD4376,SBCF,SBUL,S185706W0481521,4229
PR-YXF,ATR-72-600,AD2716,SBKP,SBDN,S222527W0505456,16004
PR-YXC,ATR-72-600,AD4393,SBUL,SBKP,S185231W0481321,3128
PR-YXC,ATR-72-600,AD4393,SBUL,SBKP,S193652W0481512,14511
PR-YXC,ATR-72-600,AD4393,SBUL,SBKP,S203759W0481452,16001
PR-YXA,ATR-72-600,AD4756,SBCT,SBLO,S253155W0491019,3160
PR-AKF,ATR-72-600,AD4099,SBSR,NULL,S204839W0492354,1854
PR-AQJ,ATR-72-600,AD4211,SBRP,SBKP,S210832W0474617,1971
PR-AKF,ATR-72-600,AD4099,SBSR,NULL,S211859W0484940,13055
PR-AKJ,ATR-72-600,AD4421,SBMK,SBCF,S164229W0434834,2287
PR-YXC,ATR-72-600,AD4393,SBUL,SBKP,S214220W0480630,15992
PR-YXA,ATR-72-600,AD4756,SBCT,SBLO,S251606W0495159,15980
PR-AQJ,ATR-72-600,AD4211,SBRP,SBKP,S215359W0474553,14263
PR-YXF,ATR-72-600,AD4474,SBDN,SBKP,S221034W0512457,1740
PR-YXF,ATR-72-600,AD4474,SBDN,SBKP,S221602W0503024,13515
PR-AKF,ATR-72-600,AD4099,SBSR,NULL,S220531W0481023,16992
PR-AKJ,ATR-72-600,AD4421,SBMK,SBCF,S172736W0434351,13761
PR-YXC,ATR-72-600,AD4393,SBUL,SBKP,S224327W0473315,11389
PR-YXA,ATR-72-600,AD4756,SBCT,SBLO,S242402W0501642,17992
PR-AQJ,ATR-72-600,AD4211,SBRP,SBKP,S224630W0472823,9153
PR-YXF,ATR-72-600,AD4474,SBDN,SBKP,S222137W0492457,18793
PR-AKF,ATR-72-600,AD4099,SBSR,NULL,S225046W0472359,7348
PR-AKJ,ATR-72-600,AD4421,SBMK,SBCF,S181844W0432553,17713
PR-YXA,ATR-72-600,AD4756,SBCT,SBLO,S234334W0505153,17998
PR-YXF,ATR-72-600,AD4474,SBDN,SBKP,S223326W0481425,19002
PR-AKJ,ATR-72-600,AD4421,SBMK,SBCF,S190908W0435133,13003
PR-YXF,ATR-72-600,AD4474,SBDN,SBKP,S225837W0471037,2775
PR-YXA,ATR-72-600,AD4756,SBLO,SBCT,S231924W0510939,2341
PR-YXA,ATR-72-600,AD4756,SBLO,SBCT,S232011W0510718,2125
PR-YXA,ATR-72-600,AD4756,SBLO,SBCT,S240238W0502951,16982
PR-AQL,ATR-72-600,AD4029,SBIP,SBCF,S192758W0422905,878
PR-YXF,ATR-72-600,AD2846,SBKP,SBRP,S230033W0470755,2349
PR-YXA,ATR-72-600,AD4756,SBLO,SBCT,S245409W0494604,18986
PR-AQL,ATR-72-600,AD4029,SBIP,SBCF,S193225W0431035,15786
PR-YXF,ATR-72-600,AD2846,SBKP,SBRP,S222239W0470904,15774
PR-YXA,ATR-72-600,AD4756,SBLO,SBCT,S254209W0490313,6595
PR-AQL,ATR-72-600,AD4029,SBIP,SBCF,S193418W0440133,3827
PR-AQQ,ATR-72-600,AD2875,SBCF,SBGV,S193806W0435803,2839
PR-YXF,ATR-72-600,AD2846,SBKP,SBRP,S212614W0473138,16377
PR-AQP,ATR-72-600,AD2682,SBRF,SBSG,S080815W0345510,301
PR-AQQ,ATR-72-600,AD2875,SBCF,SBGV,S192423W0430605,13002
PR-AQP,ATR-72-600,AD2682,SBRF,SBSG,S073042W0345835,14989
PR-YXT,ATR-72-600,AD4330,SBRF,SBAR,S080742W0345522,311
PR-AKJ,ATR-72-600,AD5033,SBCF,SNBR,S193817W0435753,2796
PR-AQP,ATR-72-600,AD2682,SBRF,SBSG,S062846W0351944,15001
PR-AKF,ATR-72-600,AD5047,SBKP,SBAU,S230005W0470835,2270
PR-YXB,ATR-72-600,AD4556,SBRF,SBMO,S080739W0345522,239
PR-YXA,ATR-72-600,AD4190,SBCT,SBMG,S253128W0491050,3174
PR-YXT,ATR-72-600,AD4330,SBRF,SBAR,S084708W0351854,14329
PR-AQL,ATR-72-600,AD6122,SBCF,SBUR,S193836W0435736,2672
PR-AKJ,ATR-72-600,AD5033,SBCF,SNBR,S190510W0440818,13299
PR-YXF,ATR-72-600,AD2847,SBKP,NULL,S210837W0474616,1938
PR-AQP,ATR-72-600,AD2682,SBRF,SBSG,S054604W0352243,295
PR-AKF,ATR-72-600,AD5047,SBKP,SBAU,S223743W0475717,11983
PR-YXB,ATR-72-600,AD4556,SBRF,SBMO,S084451W0351912,12195
PR-YXA,ATR-72-600,AD4190,SBCT,SBMG,S251026W0494638,17303
PR-YXT,ATR-72-600,AD4330,SBRF,SBAR,S093443W0360242,16002
PR-AQL,ATR-72-600,AD6122,SBCF,SBUR,S193525W0443503,13233
PR-YXF,ATR-72-600,AD2847,SBKP,NULL,S215853W0473938,14278
PR-AKJ,ATR-72-600,AD5033,SBCF,SNBR,S180721W0441650,17000
PR-YXC,ATR-72-600,AD4530,SBKP,SBAE,S230006W0470833,2247
PR-AKF,ATR-72-600,AD5047,SBKP,SBAU,S220738W0484809,15986
PR-YXB,ATR-72-600,AD4556,SBRF,SBMO,S092733W0355917,4086
PR-YXA,ATR-72-600,AD4190,SBCT,SBMG,S243817W0502945,17999
PR-YXT,ATR-72-600,AD4330,SBRF,SBAR,S102358W0364917,16003
PR-AQL,ATR-72-600,AD6122,SBCF,SBUR,S193850W0453127,15982
PR-YXF,ATR-72-600,AD2847,SBKP,NULL,S225853W0472051,12145
PR-AKJ,ATR-72-600,AD5033,SBCF,SNBR,S170448W0442558,17000
PR-YXC,ATR-72-600,AD4530,SBKP,SBAE,S224329W0475524,14008
PR-AQN,ATR-72-600,AD4468,SBEG,SWPI,S030219W0600232,469
PR-AKF,ATR-72-600,AD5047,SBKP,SBAU,S213612W0494026,15991
PR-AQQ,ATR-72-600,AD2875,SBGV,SBCF,S190017W0420544,3469
